caseName,status,websiteDbName,cleanClaimsDbName,submittedOnlineCount,matchedInCleanClaimsCount,missingCount,missingAfterDeadlineCount,largestMissingDay,largestMissingDayCount,deadlineDate,referenceDate,isDBOnline,isActive,description
Shay v. Apple Inc.,OK,Apple_Shay_C,Apple_Shay_C_SQL,0,0,0,0,,0,2024-01-08,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Simonin v. WinCo Foods, LLC",OK,WincoFoods_Simonin_C,WincoFoods_Simonin_C_SQL,0,0,0,0,,0,2024-07-09,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Solis v Highline School District No. 401,OK,HighlineSchoolDistrict_Solis_C,HighlineSchoolDistrict_Solis_C_SQL,1264,1264,0,0,,0,2026-04-20,2025-06-13,ONLINE,true,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Song v. Weee! Logistics Inc.,OK,WeeeLogistics_Song_C,WeeeLogistics_Song_C_SQL,0,0,0,0,,0,2025-03-31,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Southern Ohio Health Systems Data Breach,OK,SouthernOhioHealthSystemsDataBreach_C,SouthernOhioHealthSystemsDataBreach_C_SQL,0,0,0,0,,0,2022-12-21,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Stevens v. 3 Squares Diner, LLC",OK,3SquaresDiner_Stevens_C,3SquaresDiner_Stevens_C_SQL,0,0,0,0,,0,2025-05-27,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Thomas v. California Department of Corrections and Rehabilitation,OK,CaliforniaDepartmentOfCorrections_Thomas_C,CaliforniaDepartmentOfCorrections_Thomas_C_SQL,0,0,0,0,,0,2025-02-14,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
TikTok Individual Privacy Litigation,OK,TikTok_418_Distribution_DISB,TikTok_418_Distribution_DISB_SQL,0,0,0,0,,0,2022-11-30,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Treviso v. National Football Museum, Inc.",OK,NationalFootballMuseum_Treviso_C,NationalFootballMuseum_Treviso_C_SQL,0,0,0,0,,0,2023-10-09,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Tripp v. Perdue Foods LLC,OK,PerdueFoods_Tripp_PC,PerdueFoods_Tripp_PC_SQL,0,0,0,0,,0,2025-04-03,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Tu v. United Dental,OK,UnitedDentalCorporation_Tu_C,UnitedDentalCorporation_Tu_C_SQL,0,0,0,0,,0,2023-04-05,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Twitter Separation,OK,TwitterSeparation_Mailing,TwitterSeparation_C_SQL,0,0,0,0,,0,2026-12-31,2025-06-13,ONLINE,true,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"V.C. et al., v. Salinas Valley Memorial Healthcare System",OK,SalinasValleyMemorial_Colvin_C,SalinasValleyMemorial_Colvin_C_SQL,0,0,0,0,,0,2022-11-14,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Vaughan v. Delta Delta Delta Fraternity,OK,DeltaDeltaDeltaFraternity_Vaughan_C,DeltaDeltaDeltaFraternity_Vaughan_C_SQL,0,0,0,0,,0,2025-02-03,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Walkinshaw, et al. v. CommonSpirit Health, et al.",OK,CommonSpiritHealth_Walkinshaw_C,CommonSpiritHealth_Walkinshaw_C_SQL,0,0,0,0,,0,2023-03-06,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Wallace v. Greystar Real Estate Partners, LLC, et al.",OK,GreystarRealEstate_Wallace_C,GreystarRealEstate_Wallace_C_SQL,0,0,0,0,,0,2022-06-20,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Weaver, et al. v. Plymouth Tube Company",OK,PlymouthTubeCompany_Weaver_C,PlymouthTubeCompany_Weaver_C_SQL,2,2,0,0,,0,2025-06-23,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Weekes v. Cohen Cleary, P.C.",OK,CohenCleary_Weekes_C,CohenCleary_Weekes_C_SQL,6,6,0,0,,0,2025-06-20,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
West v. Rheem Manufacturing Company and Melet Plastics Inc.,OK,RheemManufacturingCompany_West_C,RheemManufacturingCompany_West_C_SQL,8694,8694,0,0,,0,2026-03-23,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Williams v. Iona University,OK,IonaUniversity_Williams_C,IonaUniversity_Williams_C_SQL,222,222,0,0,,0,2025-11-25,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Williamson v. Curaleaf, Inc.",OK,Curaleaf_Williamson_C,Curaleaf_Williamson_C_SQL,0,0,0,0,,0,2023-09-27,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Xponential Fitness Franchisees Settlement,OK,XponentialFitness_Franchisees_C,XponentialFitness_Franchisees_C_SQL,707,707,0,0,,0,2026-04-15,2025-06-13,ONLINE,true,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Young v. Good Samaritan Hospital,OK,GoodSamaritanHospital_Young_C,GoodSamaritanHospital_Young_C_SQL,0,0,0,0,,0,2023-07-18,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Young v. Laboratory Corporation of America,OK,LaboratoryCorporationOfAmerica_Young_C,LaboratoryCorporationOfAmerica_Young_C_SQL,0,0,0,0,,0,2025-05-27,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Yu v. Gleiberman Properties, Inc.",OK,GleibermanProperties_Yu_C,GleibermanProperties_Yu_C_SQL,1755,1755,0,0,,0,2026-01-07,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Zhuravleva v. U.S. Outlet Stores, LLC, dba U.S. Polo Association",OK,USPoloAssociation_Zhuravleva_C,USPoloAssociation_Zhuravleva_C_SQL,0,0,0,0,,0,2022-09-22,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
"Zierold, et al. v. The Bradford Exchange, Ltd",OK,BradfordExchange_Zierold_C,BradfordExchange_Zierold_C_SQL,0,0,0,0,,0,2022-12-30,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Zoom Individual Privacy Litigation,OK,Zoom_Distribution_DISB,Zoom_Distribution_C_SQL,0,0,0,0,,0,2024-01-01,2025-06-13,ONLINE,false,Confirmation compare clean for valid in-window submissions (deadline/today/test filters applied).
Cobean v. Gastroenterology Associates,WARNING,GastroenterologyAssociates_Cobean_C,GastroenterologyAssociates_Cobean_C_SQL,1502,1494,8,2,2025-09-12,4,2025-09-19,2025-06-13,ONLINE,false,Confirmation compare found missing valid submissions (deadline/today/test filters applied).
EEOC v. Trustees of Columbia University in the City of New York,WARNING,ColumbiaUniversity_EEOC_C,ColumbiaUniversity_EEOC_C_SQL,6159,6081,78,0,2026-03-16,78,2026-06-02,2025-06-13,ONLINE,true,Confirmation compare found missing valid submissions (deadline/today/test filters applied).
Erazo v The Regents of the University of California,WARNING,RegentsOfTheUniversityOfCalifornia_Fields_C,RegentsOfTheUniversityOfCalifornia_Fields_C_SQL,20510,20051,459,1,2025-08-22,140,2025-10-20,2025-06-13,ONLINE,false,Confirmation compare found missing valid submissions (deadline/today/test filters applied).
"Fisk, et al. v. California State University, San Diego State University, et al.",WARNING,SanDiegoStateUniversity_Fisk_DISB,SanDiegoStateUniversity_Fisk_C_SQL,121,107,14,0,2026-03-12,7,2026-05-11,2025-06-13,ONLINE,true,Confirmation compare found missing valid submissions (deadline/today/test filters applied).
"Fugate v. PeopleWhiz, Inc.",WARNING,PeopleWhiz_Fugate_O,PeopleWhiz_Fugate_O_SQL,1918,1911,7,0,2026-02-20,6,2026-02-28,2025-06-13,ONLINE,false,Confirmation compare found missing valid submissions (deadline/today/test filters applied).
"Heath, et al.  v. Keenan & Associates",WARNING,KeenanAndAssociates_Heath_C,KeenanAndAssociates_Heath_C_SQL,61928,61926,2,0,2025-08-15,1,2025-10-30,2025-06-13,ONLINE,false,Confirmation compare found missing valid submissions (deadline/today/test filters applied).
"Jones v. Larson Motors, Inc.",WARNING,LarsonMotors_Jones_C,LarsonMotors_Jones_C_SQL,294,292,2,0,2025-08-22,2,2025-08-29,2025-06-13,ONLINE,false,Confirmation compare found missing valid submissions (deadline/today/test filters applied).
"Netgain Technology, LLC, Consumer Data Breach Litigation",WARNING,NetgainTechnologyConsumerDataBreachLitigation_C,NetgainTechnologyConsumerDataBreachLitigation_C_SQL,740575,704290,36285,0,2025-08-22,28606,2025-09-17,2025-06-13,ONLINE,false,Confirmation compare found missing valid submissions (deadline/today/test filters applied).
"Schenk v. System Transport, Inc.",WARNING,SystemTransport_SchenkWallace_C,SystemTransport_SchenkWallace_C_SQL,25,23,2,0,2025-07-11,2,2025-07-11,2025-06-13,ONLINE,false,Confirmation compare found missing valid submissions (deadline/today/test filters applied).
"Aiuto v. Publix Super Markets, Inc.",BAD,publixovertime,PublixSuperMarkets_Aiuto_PC_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Anderson v. San Francisco, et al.",BAD,SanFrancisco_Anderson_Mailing,SanFrancisco_Anderson_Mailing_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Arredondo v. The University of La Verne,BAD,LaVerne_Arredondo_PC,LaVerne_Arredondo_PC_SQL,0,0,0,0,,0,2022-04-13,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Arredondo v. University of La Verne,BAD,LaVerne_Arredondo_PC,UniversityOfLaVerne_Arredondo_O_SQL,0,0,0,0,,0,2023-02-17,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Artiga et al v. ABM Industry Groups, LLC",BAD,ABMIndustryGroups_Artiga_C,ABMIndustryGroups_Artiga_C_SQL,0,0,0,0,,0,2022-03-21,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Ayala v. Wide Open, Inc., et al.",BAD,WideOpen_Ayala_O,WideOpen_Ayala_C_SQL,0,0,0,0,,0,2024-05-30,2025-06-13,OFFLINE,false,Database 'WideOpen_Ayala_O' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
Ball v. Commerce West Insurance Company,BAD,CWICSettlement,CommerceWest_Ball_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Basham v. Tailored Living Choices, LLC",BAD,TailoredLivingChoices_Basham_C,TailoredLivingChoices_Basham_C_SQL,0,0,0,0,,0,2025-09-08,2025-06-13,OFFLINE,false,Database 'TailoredLivingChoices_Basham_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Bautista-Perez v. Juul Labs, Inc.",BAD,JuulLabs_Bautista_C,JuulLabs_Bautista_C_SQL,0,0,0,0,,0,2022-04-19,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Bochenek v. M2 Media Group, LLC, et al.",BAD,MagRenewalSettlement,M2_MEDIA_GROUP_BOCHENEK_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Booth v. Molloy College,BAD,MolloyCollege_Booth_O,MolloyCollege_Booth_O_SQL,0,0,0,0,,0,2023-08-05,2025-06-13,OFFLINE,false,Database 'MolloyCollege_Booth_O' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
Botcher et al. v. Make School PBC,BAD,MakeSchoolPBC_Botcher_C,MakeSchoolPBC_Botcher_C_SQL,0,0,0,0,,0,2024-02-08,2025-06-13,OFFLINE,false,Database 'MakeSchoolPBC_Botcher_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Bradford v. Chevron U.S.A., Inc.",BAD,Chevron_Bradford_PC,ChevronPostCert_SQL,0,0,0,0,,0,2024-01-20,2025-06-13,OFFLINE,false,Database 'Chevron_Bradford_PC' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Britton, et al. v. Castle & Cooke Waikoloa, LLC (“Waikoloa-PEX Settlement”)",BAD,WaikoloaPEX_Britton_O,WaikoloaPEX_Britton_O_SQL,0,0,0,0,,0,2022-01-19,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Britton, et al. v. Castle & Cooke Waikoloa, LLC (“Waikoloa-Wind Settlement”)",BAD,WaikoloaWind_Britton_O,WaikoloaWind_Britton_O_SQL,0,0,0,0,,0,2022-01-19,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Brooks v. Pressed Juicery, Inc., et al.",BAD,PressedJuicery_Brooks_C,PressedJuicery_Brooks_C_SQL,0,0,0,0,,0,2022-04-29,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Broomfield, et al. v. Craft Brew Alliance, Inc.",BAD,konabeersettlement,KonaBrewingBroomfieldClaimsSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Broomfield, et al. v. Craft Brew Alliance, Inc. - Confirm Emails",BAD,konabeersettlement,KonaBrewingBroomfieldClaimsSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Brunswick v. Amica Mutual Insurance Company,BAD,AmicaMutualInsurance_Brunswick_C,AmicaMutualInsurance_Brunswick_C_SQL,0,0,0,0,,0,2022-03-07,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Carl Hester v. Phillips 66 Co.,BAD,HesterPhillips66,Phillips66_Hester_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Cecena v. Winston Brands, Inc.",BAD,WinstonBrands_Cecena_C,WinstonBrands_Cecena_C_SQL,0,0,0,0,,0,2023-10-12,2025-06-13,OFFLINE,false,Database 'WinstonBrands_Cecena_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Cesarz /Tang v. Wynn Las Vegas, LLC",BAD,WynnLasVegas_TangCesarz_C,WynnLasVegas_TangCesarz_C_SQL,0,0,0,0,,0,2022-06-15,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Chandler v. The Regents of The University of California,BAD,Regents_Chandler_D,RegentsPreCert_SQL,0,0,0,0,,0,2024-02-23,2025-06-13,OFFLINE,false,Database 'Regents_Chandler_D' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Christofferson, et al., v. Creation Entertainment, Inc.",BAD,CreationEntertainment_Christofferson_C,CreationEntertainment_Christofferson_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Cirillo and Stiles v. Citrix Systems, Inc.",BAD,CitrixSystems_CirilloStiles_C,CitrixSystems_CirilloStiles_C_SQL,0,0,0,0,,0,2023-12-29,2025-06-13,OFFLINE,false,Database 'CitrixSystems_CirilloStiles_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
City of Southport v. Plantation Building of Wilmington,BAD,Southport_PlantationBuildingWilmington_C,CityofSouthport_PlantationBuildingWilmington_C_SQL,0,0,0,0,,0,2022-01-11,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Clark v. Melt Bar and Grilled Holdings, LLC",BAD,meltbarandgrilledlawsuit,MeltBarClarkPostCertSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Clark v. State Teachers Retirement System,BAD,STRSSettlement,StateTeachersRetirementSystem_Clark_O_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Cleese v. MLT,BAD,VersaillesClassAction,MLT_Cleese_O_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Coleman, et al. v. Boys Town National Research Hospital",BAD,boystownclass,BoysTown_Coleman_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Conrad v. Sun Coast Resources, Inc., Lawsuit",BAD,SunCoastLawsuit,SunCoastResources_Conrad_PC_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Covington, et al. v Munger Farms LLC, et al.",BAD,mungersettlement,MungerFarms_Covington_O_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Crabtree v. Vivint, Inc.",BAD,Vivint_Crabtree_O,Vivint_Crabtree_O_SQL,0,0,0,0,,0,2023-12-08,2025-06-13,OFFLINE,false,Database 'Vivint_Crabtree_O' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
Curran v Carrabba’s Italian Grill,BAD,CarrabbasItalianGrill_Curran_PC,CarrabbasItalianGrillPostCert_SQL,0,0,0,0,,0,2024-01-16,2025-06-13,OFFLINE,false,Database 'CarrabbasItalianGrill_Curran_PC' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"David M. Oates v. Kinder Morgan Energy Partners, L.P.",BAD,KinderMorganEnergyPartners_Oates_C,KinderMorganEnergyPartners_Oates_C_SQL,0,0,0,0,,0,2024-04-22,2025-06-13,OFFLINE,false,Database 'KinderMorganEnergyPartners_Oates_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Davis v. Tralee Affordable Panther LLC dba Deerfield Crossing Apartments and RAM Partners, LLC",BAD,evictionfeeclassactionnc,TraleeAffordablePanther_Davis_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
De Angelis v. Vanity,BAD,Vanity_DeAngelis_PC,Vanity_DeAngelis_PC_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Demery v. Securitas Security Services USA, Inc.",BAD,SecuritasSecurityServices_Demery_C,SecuritasSecurityServices_Demery_C_SQL,0,0,0,0,,0,2021-11-01,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"DePyper v. Roundy’s Supermarkets, Inc.",BAD,RoundysSupermarkets_DePyper_PC,RoundysSupermarkets_DePyper_PC_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Dhadwal v. Fair Collections & Outsourcing of New England, Inc.",BAD,FCO_Dhadwal_C,FairCollectionsAndOutsourcingOfNewEngland_Dhadwal_C_SQL,0,0,0,0,,0,2025-06-27,2025-06-13,OFFLINE,false,Database 'FCO_Dhadwal_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"DiLorenzo v. Bitdefender Inc., et al.",BAD,Bitdefender_DiLorenzo_C,Bitdefender_DiLorenzo_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Dominique Morrison v. Ross Stores, Inc.",BAD,RossStores_Morrison_O,RossStores_Morrison_O_SQL,0,0,0,0,,0,2021-11-29,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Duhe v. Hospital Couriers Nevada LLC,BAD,DuheHCN,HospitalCouriersDuhePreCertSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"EEOC v. Lilly USA, LLC",BAD,LillyUSA_EEOC_C,LillyUSA_EEOC_C_SQL,0,0,0,0,,0,2024-07-29,2025-06-13,OFFLINE,false,Database 'LillyUSA_EEOC_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
ElementsProduction_Raus_C,BAD,ElementsProduction_Raus_C,ElementsProduction_Raus_C_SQL,0,0,0,0,,0,2023-10-13,2025-06-13,OFFLINE,false,Database 'ElementsProduction_Raus_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Ervin v. AmeriMark Direct LLC, et al.",BAD,AmeriMarkDirect_Ervin_C,AmeriMarkDirect_Ervin_C_SQL,0,0,0,0,,0,2022-05-13,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Everett, et al. v. Trusted Media Brands, Inc.",BAD,TrustedMediaBrands_Everett_C,TrustedMediaBrands_Everett_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Express Messenger Systems Wage and Hour Cases,BAD,EMSWageAndHour,EMSWageAndHourCasesPostCertSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Forsyth, et al., v. HP Inc., et al.",BAD,HP_Forsyth_PC,HP_Forsyth_PC_SQL,0,0,0,0,,0,2022-02-15,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Fritz v. Corizon Health, Inc.",BAD,CorizonHealth_Fritz_PC,CorizonHealth_Fritz_PC_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Fritz, et al. v. Corizon Health, Inc. et al.",BAD,CorizonHealth_Fritz_C,CorizonHealth_Fritz_C_SQL,0,0,0,0,,0,2022-05-09,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Gatlin et al. v. Flowers Baking Co. of Lenexa, LLC et al.",BAD,tempworkersettlement,Flower_Baking_Gatlin_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Gilbert v. MoneyMutual, LLC, et. al.",BAD,MoneyMutualSettlement,MoneyMutual_Gilbert_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Gold, et al. v. Lumber Liquidators, Inc.",BAD,BambooSettlement,LumberLiquidatorsGoldClaimsSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Gonzales v. Charter Communications, LLC",BAD,CharterCommunications_Gonzales_PC,CharterCommunications_Gonzales_PC_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Hamaker v. Highline Medical Center, et al.",BAD,HighlineMedicalCenter_Hamaker_C,HighlineMedicalCenter_Hamaker_C_SQL,0,0,0,0,,0,2023-08-21,2025-06-13,OFFLINE,false,Database 'HighlineMedicalCenter_Hamaker_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Hampton, et al. v. KPM, LLC, et al.",BAD,KPM_Hampton_C,KPM_Hampton_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
HARTRANFT v TVI INC & APOGEE RETAIL,BAD,DonationCallSettlement,ApogeeHartranftClaimsSQL,0,0,0,0,,0,2026-01-27,2025-06-13,ONLINE,false,Submissions table missing in website DB.
HARTRANFT v TVI INC & APOGEE RETAIL - Redemption Portal,BAD,DPortal,ApogeeHartranftDistributionSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Heath, et al. v. Steel River Systems, LLC",BAD,SteelRiverSystems_Heath_C,SteelRiverSystems_Heath_C_SQL,0,0,0,0,,0,2023-12-21,2025-06-13,OFFLINE,false,Database 'SteelRiverSystems_Heath_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
Hernandez v. Dutton Ranch Corporation,BAD,DRdemanda,DuttonRanch_Hernandez_PC_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Herrera-Zambrano v. Tower Valet Parking, Inc.",BAD,towerliberty,TowerValetParking_HerreraZambrano_D_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Highlands Physicians, Inc. v. Wellmont Health System",BAD,WellmontHealth_HighlandsPhysicians_O,WellmontHealth_HighlandsPhysicians_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Hightree v. Amplify, LTD",BAD,AmplifyLTD_Hightree_C,AmplifyLTD_Hightree_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Hinds v. Community Medical Centers, Inc.",BAD,CommunityMedical_Hinds_C,CommunityMedical_Hinds_C_SQL,0,0,0,0,,0,2023-11-16,2025-06-13,OFFLINE,false,Database 'CommunityMedical_Hinds_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Hubbard v. Livingston Memorial VNA Health Corp., et al.",BAD,LivingstonMemorial_Hubbard_C,LivingstonMemorial_Hubbard_C_SQL,0,0,0,0,,0,2024-05-03,2025-06-13,OFFLINE,false,Database 'LivingstonMemorial_Hubbard_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Isbell v. Polaris, Inc.",BAD,Polaris_Isbell_C,Polaris_Isbell_C_SQL,0,0,0,0,,0,2024-01-16,2025-06-13,OFFLINE,false,Database 'Polaris_Isbell_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Jacquess, et al. v. Snap RTO LLC.",BAD,SnapRTO_Jacquess_C,SnapRTO_Jacquess_C_SQL,0,0,0,0,,0,2022-05-02,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Jacquess, et al. v. Snap RTO LLC.",BAD,SnapRTO_Jacquess_C,SnapRTO_Jacquess_C_SQL,0,0,0,0,,0,2022-05-02,2025-06-13,ONLINE,false,Submissions table missing in website DB.
JamfSoftware_Schlichting_PC,BAD,JamfSoftware_Schlichting_PC,JamfSoftware_Schlichting_PC_SQL,0,0,0,0,,0,2023-09-25,2025-06-13,OFFLINE,false,Database 'JamfSoftware_Schlichting_PC' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Johnson v. Maker Ecosystem Growth Holdings, Inc. et al.",BAD,MakerEcosystemGrowthHoldings_Johnson_C,MakerEcosystemGrowthHoldings_Johnson_C_SQL,0,0,0,0,,0,2023-12-01,2025-06-13,OFFLINE,false,Database 'MakerEcosystemGrowthHoldings_Johnson_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
"Junkersfeld v. Per Diem Staffing Systems, Inc.",BAD,PerDiemStaffing_Junkersfeld_C,PerDiemStaffing_Junkersfeld_C_SQL,0,0,0,0,,0,2022-06-17,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Kidd Construction Group, LLC et. al v. Greenville Utilities Commission",BAD,GreenvilleUtilities_KiddConstruction_C,GreenvilleUtilities_KiddConstruction_C_SQL,0,0,0,0,,0,2022-09-29,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Komins v. Yonamine, et al.",BAD,Yonamine_Komins_D,Yonamine_Komins_D_SQL,0,0,0,0,,0,2022-12-31,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Kujat v Roundys Supermarkets,BAD,marianoslawsuit,RoundysKujatPostCertSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Leslie v. Cunningham Restaurant Group LLC,BAD,CRGOvertimeLawsuit,CRGLesliePostCertSQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
Livingston v. MiTAC Digital Corporation,BAD,MagellanRoadMateSettlement,MiTACDigital_Livingston_C_SQL,0,0,0,0,,0,,2025-06-13,ONLINE,false,Submissions table missing in website DB.
"Long, et al. v. Safeway, Inc.",BAD,Safeway_LongHayes_C,Safeway_LongHayes_C_SQL,0,0,0,0,,0,2023-07-01,2025-06-13,OFFLINE,false,Database 'Safeway_LongHayes_C' cannot be opened because it is offline. Offline database: comparison cannot run until this DB is online.
Mackay v. PEMCO Mutual Insurance Company,BAD,PEMCO_Mackay_PC,PEMCO_Mackay_PC_SQL,0,0,0,0,,0,2022-06-06,2025-06-13,ONLINE,false,Submissions table missing in website DB.
